client_id,status,churned,segment,client_livedate,client_offdate,sem_livedate,sem_offdate,sem_status,sem_days_live,last_login,days_since_last_login,leads_30days,spend_30days
296853,OFF,1,Lawyer,2/4/2016,4/17/2016,2/5/2016,4/17/2016,Off,72,2/11/2016,66,5,0
296859,OFF,1,Lawyer,2/4/2016,7/11/2016,2/5/2016,5/14/2016,Off,99,6/21/2016,20,18,79.5
296863,LIVE,0,Auto Glass Repair Shop,2/4/2016,,3/7/2016,,Live,173,,,44,149.76
296879,LIVE,0,Plumber,2/4/2016,,2/5/2016,4/3/2016,Off,58,,,1,0
296880,LIVE,0,Lawyer,2/9/2016,,2/10/2016,,Live,199,,,28,537.31
296884,LIVE,0,HVAC Contractor,2/4/2016,,2/5/2016,5/20/2016,Off,105,,,1,0
296900,LIVE,0,Plumber,6/8/2016,6/3/2016,6/8/2016,,Live,80,5/13/2016,106,0,0
296914,LIVE,0,Lawyer,2/5/2016,,2/8/2016,,Live,201,,,22,"1,048.63"
296937,LIVE,0,Lawyer,2/5/2016,,2/8/2016,,Live,201,,,13,667.19
296965,OFF,1,HVAC Contractor,2/5/2016,4/17/2016,2/8/2016,4/17/2016,Off,69,4/14/2016,3,15,"1,080.28"
296966,LIVE,0,HVAC Contractor,2/5/2016,,4/4/2016,,Live,145,,,510,297.65
296971,LIVE,0,Insurance,2/5/2016,,2/8/2016,,Live,201,,,10,154.8
296992,LIVE,0,Medical Spa,2/5/2016,,2/19/2016,,Live,190,,,26,342.86
296993,LIVE,0,Lawyer,2/5/2016,,2/8/2016,,Live,201,,,31,407.39
297021,OFF,1,Home Remodeling,2/5/2016,8/6/2016,2/8/2016,5/5/2016,Off,87,5/5/2016,93,45,250.63
297049,OFF,1,Lawyer,2/5/2016,6/5/2016,2/8/2016,6/5/2016,Off,118,5/26/2016,10,76,363.88
297050,LIVE,0,Property Manager,2/5/2016,,2/8/2016,5/16/2016,Off,98,,,82,0
297064,LIVE,0,Mover,2/5/2016,,2/10/2016,,Live,199,,,27,487.34
297066,OFF,1,Property Manager,2/5/2016,6/18/2016,2/8/2016,6/18/2016,Off,131,4/21/2016,58,21,0
297076,LIVE,0,Real Estate Agent,2/6/2016,,2/12/2016,,Live,197,,,9,323.19
297079,OFF,1,Home Remodeling,2/6/2016,5/19/2016,2/8/2016,5/19/2016,Off,101,3/10/2016,70,27,0
297088,OFF,1,Kitchen Remodeling,2/8/2016,6/9/2016,2/9/2016,6/9/2016,Off,121,5/17/2016,23,10,6.72
297101,OFF,1,Lawyer,2/8/2016,8/4/2016,2/9/2016,8/4/2016,Off,177,7/5/2016,30,14,0
297108,OFF,1,Accountant,2/8/2016,5/22/2016,3/22/2016,5/22/2016,Off,61,4/25/2016,27,3,0
297114,OFF,1,Building Designer,2/8/2016,8/19/2016,2/9/2016,8/19/2016,Off,192,7/19/2016,31,0,76.07
297119,LIVE,0,Building Designer,2/8/2016,,2/9/2016,8/19/2016,Live,200,,,3,182.03
297120,LIVE,0,Self Defense and Martial Arts Course,2/8/2016,,2/9/2016,,Live,200,,,32,"2,276.92"
297126,LIVE,0,Lawyer,2/8/2016,,2/9/2016,5/28/2016,Off,109,,,30,0
297134,LIVE,0,Lawyer,2/8/2016,,2/9/2016,6/28/2016,Off,140,,,11,0
297146,OFF,1,Lawyer,2/8/2016,4/8/2016,2/9/2016,4/8/2016,Off,59,2/13/2016,55,25,478.37
297151,OFF,1,Photographer,2/8/2016,8/11/2016,4/13/2016,7/18/2016,Off,96,7/4/2016,38,9,179.85
297162,LIVE,0,Lawyer,2/8/2016,,2/9/2016,,Live,200,,,92,"1,203.74"
297166,LIVE,0,Mover,2/8/2016,,2/9/2016,8/9/2016,Live,200,,,18,499.63
297179,OFF,1,Lawyer,5/6/2016,7/30/2016,2/9/2016,7/30/2016,Off,172,7/7/2016,23,0,188.28
297188,OFF,1,Limousine,2/8/2016,7/9/2016,2/11/2016,4/8/2016,Off,57,4/8/2016,92,112,"1,015.21"
297203,LIVE,0,Mediation and Arbitration,2/8/2016,,2/9/2016,,Live,200,,,32,278.41
297205,OFF,1,General Contractor,2/8/2016,8/9/2016,2/9/2016,5/9/2016,Off,90,4/19/2016,112,20,595.95
297206,OFF,1,Tour Operator,2/8/2016,7/15/2016,3/22/2016,7/15/2016,Off,115,6/14/2016,31,1,7.78
297210,LIVE,0,HVAC Contractor,2/8/2016,,2/9/2016,6/10/2016,Off,122,,,47,0
297225,LIVE,0,Home Remodeling,2/8/2016,,3/4/2016,5/26/2016,Off,83,,,2,0
297232,OFF,1,Roofer,2/8/2016,7/27/2016,2/9/2016,7/27/2016,Off,169,5/16/2016,72,14,"1,114.23"
297257,OFF,1,Property Manager,2/9/2016,4/7/2016,2/9/2016,4/7/2016,Off,58,3/8/2016,30,3,48.12
297273,LIVE,0,Lawyer,2/9/2016,,3/3/2016,,Live,177,,,34,535.82
297284,OFF,1,Painter,2/9/2016,6/14/2016,3/25/2016,6/14/2016,Off,81,5/9/2016,36,13,197.42
297285,LIVE,0,Lawyer,2/9/2016,,2/10/2016,,Live,199,,,70,657
297295,OFF,1,HVAC Contractor,2/9/2016,8/18/2016,2/10/2016,8/18/2016,Off,190,8/16/2016,2,42,456.99
297298,OFF,1,Lawyer,2/29/2016,6/23/2016,3/1/2016,6/23/2016,Off,114,3/23/2016,92,12,83.62
297299,LIVE,0,Arborist,2/11/2016,2/11/2016,2/11/2016,,Live,198,2/9/2016,200,13,393.4
297300,OFF,1,Lawyer,4/7/2016,4/15/2016,2/10/2016,4/7/2016,Off,57,3/9/2016,37,38,654.3
297302,OFF,1,Roofer,2/9/2016,5/5/2016,4/1/2016,5/5/2016,Off,34,4/5/2016,30,1,98.53
297310,LIVE,0,General Contractor,2/9/2016,,2/11/2016,6/17/2016,Off,127,,,9,0
297324,LIVE,0,HVAC Contractor,2/9/2016,,2/10/2016,,Live,199,,,31,823.51
297325,LIVE,0,HVAC Contractor,2/9/2016,,2/10/2016,,Live,199,,,33,248.45
297333,LIVE,0,Damage Repair,2/9/2016,,2/10/2016,,Live,199,,,6,418.1
297352,LIVE,0,Cleaning Service,2/9/2016,,4/5/2016,,Live,144,,,22,394.94
297367,LIVE,0,General Contractor,2/9/2016,,2/10/2016,,Live,199,,,12,320.46
297375,LIVE,0,Roofer,2/9/2016,,2/15/2016,,Live,194,,,28,330.12
297382,OFF,1,Home Remodeling,2/9/2016,6/17/2016,2/10/2016,6/17/2016,Off,128,6/10/2016,7,11,329.46
297385,LIVE,0,Home Remodeling,2/9/2016,,2/10/2016,8/9/2016,Off,181,,,10,72.78
297402,OFF,1,Property Manager,2/9/2016,7/8/2016,2/10/2016,7/8/2016,Off,149,2/26/2016,133,13,3.3
297405,OFF,1,Mover,2/9/2016,5/25/2016,2/10/2016,5/25/2016,Off,105,5/21/2016,4,84,970.34
297409,LIVE,0,Window Contractor,2/9/2016,,2/10/2016,6/8/2016,Off,119,,,9,0
297413,LIVE,0,Lawyer,2/10/2016,,2/11/2016,,Live,198,,,105,949.36
297419,OFF,1,Lawyer,2/9/2016,7/10/2016,2/10/2016,5/2/2016,Off,82,3/9/2016,123,9,92.65
297430,OFF,1,Lawyer,2/9/2016,6/3/2016,3/16/2016,6/3/2016,Off,79,2/29/2016,95,4,0
297431,LIVE,0,General Contractor,2/9/2016,,2/10/2016,8/9/2016,Off,181,,,7,192.91
297453,LIVE,0,Plumber,2/9/2016,,2/10/2016,,Live,199,,,104,"1,706.25"
297461,OFF,1,HVAC Contractor,2/9/2016,6/22/2016,2/10/2016,6/22/2016,Off,133,4/12/2016,71,18,40.86
297469,LIVE,0,Insurance,2/9/2016,,2/10/2016,7/28/2016,Off,169,,,16,0
297470,OFF,1,Plastic Surgeon,2/9/2016,5/26/2016,2/10/2016,5/26/2016,Off,106,5/10/2016,16,14,213.6
297507,OFF,1,Insurance,2/10/2016,6/10/2016,2/11/2016,6/10/2016,Off,120,5/24/2016,17,72,"1,159.76"
297516,LIVE,0,Lawyer,2/10/2016,,2/11/2016,,Paused,198,,,14,0
297522,OFF,1,Chiropractor,2/10/2016,8/11/2016,6/15/2016,8/11/2016,Off,57,8/10/2016,1,33,295.53
297533,LIVE,0,Lawyer,2/10/2016,,2/11/2016,,Live,198,,,60,"1,344.03"
297543,LIVE,0,Lawyer,2/10/2016,,2/22/2016,,Live,187,,,19,151.86
297547,LIVE,0,Lawyer,4/25/2016,4/25/2016,2/17/2016,6/17/2016,Off,121,3/1/2016,179,3,0
297549,OFF,1,Lawyer,3/22/2016,5/23/2016,2/11/2016,3/22/2016,Off,40,2/16/2016,97,3,1.92
297573,OFF,1,Mold Remediation,2/10/2016,4/3/2016,2/11/2016,4/3/2016,Off,52,3/4/2016,30,5,44.45
297582,LIVE,0,Carpet Cleaning,6/21/2016,6/10/2016,6/30/2016,,Live,58,5/4/2016,115,6,163.54
297585,LIVE,0,Appliance Repair,2/10/2016,,5/16/2016,,Live,103,,,89,530.33
297597,OFF,1,Lawyer,2/10/2016,7/11/2016,2/11/2016,4/28/2016,Off,77,4/26/2016,76,85,563.21
297603,LIVE,0,Insurance,2/10/2016,,2/11/2016,6/22/2016,Off,132,,,45,0
297618,LIVE,0,Lawyer,2/10/2016,,2/11/2016,7/15/2016,Off,155,,,3,0
297625,OFF,1,Apartment Building Lease-up Service,4/19/2016,6/19/2016,4/19/2016,6/19/2016,Off,61,6/3/2016,16,13,223.37
297637,LIVE,0,Lawyer,2/10/2016,,2/11/2016,,Live,198,,,54,"1,271.99"
297695,LIVE,0,Architect,2/11/2016,,2/12/2016,,Live,197,,,17,708.62
297697,OFF,1,Carpet Cleaning,2/11/2016,8/10/2016,6/22/2016,8/10/2016,Off,49,8/5/2016,5,11,1.98
297701,OFF,1,Lawyer,2/11/2016,7/22/2016,2/12/2016,7/22/2016,Off,161,6/6/2016,46,58,67.04
297704,LIVE,0,Roofer,2/11/2016,,2/12/2016,5/28/2016,Off,106,,,8,0
297709,LIVE,0,Landscaper,2/11/2016,,5/26/2016,,Live,93,,,11,247.36
297714,OFF,1,Mover,2/11/2016,7/8/2016,5/16/2016,7/8/2016,Off,53,6/9/2016,29,7,31.6
297746,LIVE,0,Lawyer,2/11/2016,,2/12/2016,8/8/2016,Off,178,,,24,0
297762,LIVE,0,Lawyer,2/11/2016,,2/12/2016,,Live,197,,,35,305.37
297765,OFF,1,Lawyer,2/11/2016,5/24/2016,2/12/2016,5/19/2016,Off,97,4/14/2016,40,70,842.35
297772,LIVE,0,Lawyer,2/11/2016,,2/12/2016,,Live,197,,,64,943.15
297786,LIVE,0,Solar Contractors,2/11/2016,,2/12/2016,,Live,197,,,117,632.61
297797,LIVE,0,Plumber,2/11/2016,,2/12/2016,,Live,197,,,34,790.97
297811,OFF,1,Real Estate Agent,2/12/2016,5/19/2016,4/19/2016,5/19/2016,Off,30,,,3,493.52
297822,LIVE,0,Insurance,2/12/2016,,2/15/2016,7/12/2016,Off,148,,,18,0
297827,OFF,1,General Contractor,2/11/2016,6/16/2016,2/12/2016,6/16/2016,Off,125,4/27/2016,50,1,0
297836,LIVE,0,Lawyer,2/12/2016,,2/16/2016,,Live,193,,,55,665.59
297848,OFF,1,Auto Glass Repair Shop,2/12/2016,5/12/2016,2/15/2016,5/12/2016,Off,87,4/13/2016,29,47,553.73
297877,LIVE,0,Lawyer,2/12/2016,,2/15/2016,,Live,194,,,19,976.67
297883,OFF,1,Property Manager,2/12/2016,6/11/2016,2/15/2016,6/11/2016,Off,117,5/12/2016,30,9,8.95
297884,OFF,1,Damage Repair,2/12/2016,6/9/2016,2/15/2016,6/9/2016,Off,115,5/19/2016,21,15,0
297887,LIVE,0,Lawyer,2/12/2016,,2/15/2016,6/29/2016,Off,135,,,13,0
297891,LIVE,0,Mediation and Arbitration,2/12/2016,,2/15/2016,6/14/2016,Off,120,,,23,0
297901,OFF,1,General Contractor,2/12/2016,6/13/2016,2/15/2016,4/7/2016,Off,52,4/7/2016,67,18,401.19
297905,OFF,1,Lawyer,2/12/2016,6/12/2016,2/15/2016,6/4/2016,Off,110,6/2/2016,10,19,62.31
297907,OFF,1,HVAC Contractor,2/12/2016,5/19/2016,2/15/2016,5/19/2016,Off,94,5/12/2016,7,35,0
297915,LIVE,0,HVAC Contractor,2/12/2016,,2/15/2016,5/18/2016,Off,93,,,3,0
297916,OFF,1,HVAC Contractor,2/12/2016,7/13/2016,2/15/2016,5/17/2016,Off,92,3/3/2016,132,20,153.12
297921,OFF,1,HVAC Contractor,2/12/2016,8/5/2016,2/15/2016,8/5/2016,Off,172,7/7/2016,29,44,0
297931,LIVE,0,Garage Door Contractor,3/14/2016,3/1/2016,4/12/2016,,Live,137,2/29/2016,180,45,"1,505.16"
297950,LIVE,0,General Contractor,2/12/2016,,2/17/2016,,Live,192,,,26,984.36
297966,LIVE,0,Lawyer,2/12/2016,,2/15/2016,,Live,194,,,19,248.81
297971,OFF,1,Lawyer,2/12/2016,4/15/2016,2/15/2016,4/15/2016,Off,60,,,5,0
297989,LIVE,0,HVAC Contractor,2/12/2016,,2/15/2016,5/11/2016,Off,86,,,3,0
297990,OFF,1,Home Remodeling,2/12/2016,5/26/2016,2/15/2016,5/26/2016,Off,101,4/26/2016,30,1,0
297994,OFF,1,HVAC Contractor,5/9/2016,7/9/2016,2/15/2016,5/9/2016,Off,84,4/28/2016,72,36,765.91
298015,OFF,1,Dentist,2/14/2016,3/24/2016,2/15/2016,3/24/2016,Off,38,3/18/2016,6,76,"1,225.99"
298034,LIVE,0,Roofer,2/15/2016,,2/16/2016,,Live,193,,,29,234.83
298035,LIVE,0,Photographer,7/15/2016,7/15/2016,7/14/2016,8/24/2016,Off,41,7/12/2016,46,25,35.38
298037,OFF,1,Lawyer,2/15/2016,5/26/2016,2/16/2016,5/26/2016,Off,100,5/4/2016,22,21,556.5
298076,OFF,1,Lawyer,2/15/2016,5/26/2016,3/15/2016,5/26/2016,Off,72,5/6/2016,20,24,225.22
298128,OFF,1,Lawyer,2/15/2016,5/18/2016,2/16/2016,5/18/2016,Off,92,4/29/2016,19,53,778.3
298137,OFF,1,General Contractor,2/15/2016,5/15/2016,2/16/2016,5/15/2016,Off,89,4/9/2016,36,22,275.46
298150,OFF,1,Lawyer,2/15/2016,5/26/2016,2/16/2016,5/26/2016,Off,100,5/4/2016,22,50,503.69
298154,LIVE,0,General Contractor,2/15/2016,,5/3/2016,,Live,116,,,20,75.88
298180,OFF,1,Massage Therapist,2/15/2016,4/27/2016,3/15/2016,4/27/2016,Off,43,2/28/2016,59,2,0
298182,OFF,1,Home Remodeling,2/15/2016,8/14/2016,6/6/2016,8/14/2016,Off,69,7/15/2016,30,21,151.24
298207,OFF,1,HVAC Contractor,2/16/2016,4/24/2016,2/17/2016,4/24/2016,Off,67,3/10/2016,45,9,298.92
298216,OFF,1,Insurance,2/16/2016,8/7/2016,2/17/2016,8/7/2016,Off,172,6/2/2016,66,47,143.7
298222,LIVE,0,Accountant,7/8/2016,7/8/2016,2/17/2016,7/8/2016,Off,142,6/16/2016,72,13,0
298226,LIVE,0,Cleaning Service,2/16/2016,,3/24/2016,6/12/2016,Live,156,,,33,654.98
298227,LIVE,0,Accountant,2/16/2016,,2/17/2016,7/16/2016,Off,150,,,33,0
298243,LIVE,0,Lawyer,2/16/2016,,2/17/2016,,Live,192,,,67,590.73
298248,LIVE,0,Solar Contractors,2/16/2016,,2/17/2016,,Live,192,,,8,353.33
298253,LIVE,0,Plumber,2/16/2016,,4/4/2016,6/24/2016,Off,81,,,2,0
298257,OFF,1,Roofer,2/16/2016,6/5/2016,2/17/2016,6/5/2016,Off,109,4/19/2016,47,8,0
298259,OFF,1,Chiropractor,4/19/2016,8/22/2016,4/19/2016,8/22/2016,Off,125,3/31/2016,144,31,136.91
298270,OFF,1,Lawyer,2/16/2016,7/30/2016,2/17/2016,7/30/2016,Off,164,4/26/2016,95,0,0
298272,OFF,1,Lawyer,2/17/2016,8/7/2016,2/18/2016,8/7/2016,Off,171,3/14/2016,146,61,27.11
298285,OFF,1,HVAC Contractor,2/16/2016,6/9/2016,2/17/2016,6/9/2016,Off,113,5/10/2016,30,16,170.42
298293,OFF,1,General Contractor,2/16/2016,6/9/2016,2/17/2016,6/9/2016,Off,113,4/28/2016,42,3,33.62
298295,LIVE,0,Lawyer,2/17/2016,,2/18/2016,,Live,191,,,26,402.26
298297,OFF,1,HVAC Contractor,2/16/2016,5/18/2016,2/17/2016,5/18/2016,Off,91,4/28/2016,20,59,817.92
298298,LIVE,0,Mediation and Arbitration,5/25/2016,5/25/2016,2/17/2016,5/25/2016,Off,98,4/25/2016,124,0,0
298302,OFF,1,Lawyer,2/16/2016,6/17/2016,2/17/2016,5/17/2016,Off,90,5/24/2016,24,46,"1,141.50"
298312,OFF,1,Insurance,2/16/2016,7/17/2016,2/17/2016,5/17/2016,Off,90,3/24/2016,115,41,365.14
298324,OFF,1,Dentist,2/26/2016,7/29/2016,2/29/2016,7/29/2016,Off,151,6/29/2016,30,108,"1,725.89"
298327,OFF,1,General Contractor,2/16/2016,6/22/2016,2/17/2016,6/22/2016,Off,126,5/23/2016,30,10,643.85
298336,OFF,1,Energy Auditing,2/16/2016,5/30/2016,3/21/2016,5/30/2016,Off,70,,,9,65.52
298341,LIVE,0,Lawyer,2/18/2016,,3/1/2016,7/20/2016,Off,141,,,14,0
298355,LIVE,0,Painter,2/16/2016,,7/7/2016,8/15/2016,Off,39,,,22,130.42
298366,OFF,1,General Contractor,2/16/2016,8/18/2016,3/2/2016,5/13/2016,Off,72,8/3/2016,15,7,14.85
298367,OFF,1,Dentist,2/23/2016,7/29/2016,2/24/2016,7/29/2016,Off,156,6/9/2016,50,73,"1,467.31"
298369,LIVE,0,HVAC Contractor,2/16/2016,,2/17/2016,,Live,192,,,79,241.92
298370,OFF,1,General Contractor,2/16/2016,6/28/2016,2/17/2016,6/28/2016,Off,132,5/28/2016,31,10,11.04
298381,OFF,1,Carpet Cleaning,2/17/2016,8/21/2016,4/15/2016,8/21/2016,Off,128,7/18/2016,34,29,352.58
298391,OFF,1,Insurance,2/17/2016,4/16/2016,2/18/2016,4/16/2016,Off,58,4/7/2016,9,53,45.15
298397,LIVE,0,Lawyer,2/17/2016,,2/29/2016,,Live,180,,,51,669.13
298416,LIVE,0,Home Remodeling,2/17/2016,,2/18/2016,4/21/2016,Off,63,,,33,0
298427,LIVE,0,Lawyer,2/17/2016,,2/18/2016,,Live,191,,,12,332.13
298442,LIVE,0,Window Contractor,2/17/2016,,7/11/2016,,Live,47,,,124,341.08
298447,LIVE,0,Lawyer,7/18/2016,6/18/2016,2/18/2016,6/18/2016,Live,191,4/14/2016,135,25,318.79
298467,OFF,1,HVAC Contractor,2/17/2016,6/11/2016,2/18/2016,6/11/2016,Off,114,5/13/2016,29,13,16.23
298471,LIVE,0,Lawyer,2/17/2016,,2/18/2016,,Live,191,,,32,233.36
298481,OFF,1,Lawyer,2/17/2016,5/18/2016,2/18/2016,5/18/2016,Off,90,5/16/2016,2,16,145.49
298483,LIVE,0,Roofer,2/17/2016,,2/18/2016,,Paused,191,,,31,942.4
298484,OFF,1,General Contractor,2/17/2016,7/8/2016,2/18/2016,7/8/2016,Off,141,6/16/2016,22,8,207.47
298499,OFF,1,HVAC Contractor,2/17/2016,5/21/2016,2/18/2016,5/21/2016,Off,93,4/21/2016,30,22,300.39
298504,LIVE,0,Mover,2/17/2016,,4/8/2016,,Live,141,,,24,231.98
298506,LIVE,0,Lawyer,2/17/2016,,2/18/2016,,Live,191,,,53,269.21
298507,OFF,1,Personal Trainer,2/17/2016,5/19/2016,2/18/2016,5/19/2016,Off,91,4/30/2016,19,10,839.92
298521,LIVE,0,Plumber,2/17/2016,,5/12/2016,,Live,107,,,33,678.3
298546,OFF,1,Lawyer,2/18/2016,7/22/2016,3/3/2016,7/22/2016,Off,141,6/22/2016,30,26,0
298548,LIVE,0,Insurance,2/17/2016,,2/18/2016,5/10/2016,Off,82,,,1,0
298558,LIVE,0,Handyman Service,2/17/2016,,5/9/2016,8/17/2016,Off,100,,,20,93.75
298562,OFF,1,HVAC Contractor,2/18/2016,7/1/2016,2/18/2016,7/1/2016,Off,134,6/28/2016,3,169,22.65
298589,LIVE,0,Lawyer,2/18/2016,,2/19/2016,,Live,190,,,41,571.66
298590,LIVE,0,Lawyer,2/18/2016,,2/19/2016,,Live,190,,,34,417.32
298591,OFF,1,Lawyer,2/18/2016,5/26/2016,2/19/2016,5/26/2016,Off,97,5/20/2016,6,22,"1,021.26"
298597,LIVE,0,HVAC Contractor,2/18/2016,,2/19/2016,8/25/2016,Off,188,,,17,306.88
298614,OFF,1,Lawyer,6/28/2016,6/28/2016,2/19/2016,6/28/2016,Off,130,6/22/2016,6,33,0
298616,OFF,1,Roofer,2/18/2016,7/7/2016,2/19/2016,7/7/2016,Off,139,4/7/2016,91,5,2.01
298635,LIVE,0,Mold Remediation,2/18/2016,,4/4/2016,,Live,145,,,36,0
298637,OFF,1,Mover,2/18/2016,6/19/2016,2/19/2016,3/24/2016,Off,34,3/11/2016,100,54,435.68
298649,OFF,1,Real Estate Agent,2/18/2016,8/18/2016,3/17/2016,7/23/2016,Off,128,5/18/2016,92,22,148.08
298652,LIVE,0,HVAC Contractor,2/18/2016,,2/19/2016,6/15/2016,Off,117,,,1,0
298681,OFF,1,Insurance,2/18/2016,4/28/2016,2/19/2016,4/28/2016,Off,69,4/18/2016,10,8,26.96
298708,OFF,1,Lawyer,2/19/2016,5/2/2016,2/22/2016,5/2/2016,Off,70,,,16,63.07
298714,LIVE,0,Lawyer,2/19/2016,,2/22/2016,,Live,187,,,64,886.02
298726,LIVE,0,General Contractor,2/18/2016,,2/19/2016,,Live,190,,,9,143.67
298732,OFF,1,Appliance Repair,2/18/2016,5/25/2016,2/25/2016,5/25/2016,Off,90,4/12/2016,43,12,0
298742,OFF,1,Property Inspector,2/18/2016,5/25/2016,2/26/2016,5/25/2016,Off,89,4/28/2016,27,7,181.04
298764,LIVE,0,Insurance,2/19/2016,,2/22/2016,,Live,187,,,56,208.41
298778,LIVE,0,HVAC Contractor,2/19/2016,,2/22/2016,,Live,187,,,23,835.61
298785,OFF,1,Roofer,2/19/2016,5/20/2016,2/22/2016,5/20/2016,Off,88,4/8/2016,42,26,"1,144.69"
298793,LIVE,0,Photographer,2/19/2016,,3/7/2016,5/26/2016,Live,173,,,32,570.19
298796,LIVE,0,Insurance,2/19/2016,,2/22/2016,7/13/2016,Off,142,,,117,0
298797,OFF,1,Lawyer,2/19/2016,6/12/2016,3/4/2016,6/12/2016,Off,100,6/9/2016,3,14,97.73
298822,LIVE,0,Home Remodeling,2/19/2016,,2/22/2016,,Live,187,,,52,749.99
298832,OFF,1,General Contractor,2/19/2016,3/23/2016,2/22/2016,3/23/2016,Off,30,3/20/2016,3,8,305.72
298837,LIVE,0,Real Estate Agent,2/19/2016,,3/30/2016,6/22/2016,Off,84,,,4,0
298852,OFF,1,General Contractor,2/19/2016,7/21/2016,2/22/2016,7/21/2016,Off,150,3/8/2016,135,10,350.73
298853,OFF,1,General Contractor,2/19/2016,8/18/2016,2/22/2016,8/18/2016,Off,178,5/13/2016,97,10,295.42
298855,LIVE,0,Lawyer,2/19/2016,,2/22/2016,,Live,187,,,26,615.46
298856,LIVE,0,Lawyer,2/19/2016,,2/22/2016,5/29/2016,Off,97,,,20,0
298857,OFF,1,General Contractor,2/19/2016,7/14/2016,2/22/2016,7/14/2016,Off,143,6/14/2016,30,4,10.99
298868,OFF,1,Dentist,2/19/2016,5/21/2016,2/22/2016,5/21/2016,Off,89,5/19/2016,2,49,"3,241.13"
298883,LIVE,0,Dentist,2/19/2016,,2/26/2016,8/12/2016,Off,168,,,8,667.31
298884,OFF,1,Apartment Building Lease-up Service,4/19/2016,6/19/2016,4/19/2016,6/19/2016,Off,61,6/3/2016,16,26,319.43
298895,OFF,1,Lawyer,2/19/2016,7/20/2016,2/22/2016,4/19/2016,Off,57,5/9/2016,72,11,391.91
298910,OFF,1,Dentist,2/19/2016,6/2/2016,2/22/2016,6/2/2016,Off,101,4/20/2016,43,30,269.35
298918,OFF,1,HVAC Contractor,2/20/2016,6/26/2016,2/22/2016,6/26/2016,Off,125,5/8/2016,49,51,369.23
298934,LIVE,0,General Contractor,2/20/2016,,2/22/2016,,Live,187,,,28,834.35
298944,LIVE,0,Beauty and Hair Salon,2/22/2016,,6/23/2016,,Live,65,,,151,500.23
298950,LIVE,0,Kitchen Remodeling,2/29/2016,,2/29/2016,,Live,180,,,21,455.69
298965,OFF,1,Solar Contractors,2/22/2016,7/16/2016,2/23/2016,7/16/2016,Off,144,6/30/2016,16,8,164.14
298987,LIVE,0,Lawyer,2/22/2016,,2/23/2016,,Live,186,,,27,303.27
299008,OFF,1,Property Manager,2/22/2016,7/23/2016,2/23/2016,5/16/2016,Off,83,6/7/2016,46,37,603.08
299010,OFF,1,Architect,2/22/2016,5/11/2016,2/23/2016,5/11/2016,Off,78,4/8/2016,33,17,229.1
299038,LIVE,0,Spa,2/22/2016,,3/2/2016,3/2/2016,Live,178,,,326,179.9
299060,OFF,1,Cleaning Service,2/22/2016,6/22/2016,4/15/2016,5/23/2016,Off,38,3/28/2016,86,5,158.66
299073,LIVE,0,Security Service,2/22/2016,,5/25/2016,8/17/2016,Off,84,,,12,0
299102,OFF,1,Roofer,2/22/2016,8/23/2016,2/23/2016,6/2/2016,Off,100,,,14,710.79
299103,OFF,1,Lawyer,2/22/2016,6/30/2016,3/22/2016,6/30/2016,Off,100,6/23/2016,7,55,132.13
299132,OFF,1,Real Estate Agent,2/23/2016,6/8/2016,2/23/2016,6/8/2016,Off,106,5/5/2016,34,9,218.04
299159,OFF,1,HVAC Contractor,2/23/2016,6/19/2016,2/24/2016,6/19/2016,Off,116,5/20/2016,30,10,25.9
299199,OFF,1,Accountant,2/23/2016,6/19/2016,3/9/2016,6/19/2016,Off,102,5/19/2016,31,4,69.41
299201,LIVE,0,Lawyer,2/23/2016,,2/24/2016,,Live,185,,,9,599.42
299225,OFF,1,Jeweler,2/24/2016,7/8/2016,2/25/2016,7/8/2016,Off,134,4/13/2016,86,10,725.97
299228,OFF,1,Lawyer,3/2/2016,6/2/2016,3/3/2016,6/2/2016,Off,91,5/18/2016,15,134,278.89
299239,LIVE,0,Roofer,2/23/2016,,2/23/2016,8/24/2016,Off,183,,,20,392.06
299254,LIVE,0,Plumber,2/23/2016,,2/24/2016,,Live,185,,,66,271.64
299295,OFF,1,Insurance,2/23/2016,4/20/2016,2/24/2016,4/20/2016,Off,56,3/29/2016,22,0,17.57
299297,OFF,1,Lawyer,2/23/2016,8/4/2016,2/24/2016,8/4/2016,Off,162,7/5/2016,30,14,472.78
299306,LIVE,0,Lawyer,2/23/2016,,3/8/2016,,Live,172,,,62,960.37
299308,OFF,1,Insurance,2/23/2016,5/26/2016,2/24/2016,5/26/2016,Off,92,5/4/2016,22,9,308.53
299345,OFF,1,Lawyer,2/23/2016,6/1/2016,2/24/2016,6/1/2016,Off,98,5/2/2016,30,14,177.53
299355,LIVE,0,Mobility Services,2/29/2016,,2/29/2016,,Live,180,,,11,727.78
299382,OFF,1,General Contractor,2/23/2016,6/25/2016,2/24/2016,6/25/2016,Off,122,5/27/2016,29,5,32.21
299404,LIVE,0,Roofer,2/24/2016,,2/25/2016,8/3/2016,Off,160,,,16,208.22
299412,OFF,1,HVAC Contractor,2/24/2016,7/11/2016,2/25/2016,7/11/2016,Off,137,6/28/2016,13,34,64.76
299422,OFF,1,Architect,2/24/2016,6/25/2016,2/25/2016,5/16/2016,Off,81,5/5/2016,51,29,648.58
299425,OFF,1,Lawyer,2/24/2016,7/14/2016,2/25/2016,7/14/2016,Off,140,6/2/2016,42,19,822.96
