client_id,churned,days_live,logins_30days,leads_30days,spend_30days,invoices_30days
181964,1,107,2,30,408.28,0
181972,1,61,3,14,11.08,-190.75
181981,1,516,0,3,0,99
181995,1,78,15,22,568.08,1398
182000,1,334,1,0,0,19
182001,1,699,0,2,0,19
182003,1,164,0,15,0,0
182004,1,103,3,21,373.93,0
182011,1,114,12,4,415.73,0
182016,1,101,0,11,495.68,0
182021,1,51,2,9,450.88,0
182024,1,311,2,50,223.16,0
182026,1,105,0,20,0,0
182038,1,138,3,9,0,0
182039,1,181,0,2,0,0
182042,0,1030,0,137,0,99
182063,1,132,0,3,12.36,-999
182067,1,178,1,1,0,0
182078,1,121,8,4,568.07,0
182086,1,169,0,19,293.33,0
182093,1,175,3,16,53.25,179
182102,1,699,0,1,0,175
182107,1,115,0,24,79.35,0
182112,1,133,3,33,182.62,0
182115,1,114,1,6,0,0
182120,1,198,2,2,20.19,0
182122,1,121,1,16,3.92,0
182126,1,76,0,35,0,0
182133,1,268,0,8,218.19,0
182137,1,102,1,29,493.7,0
182140,1,116,1,0,47.76,-10210.73
182141,1,365,0,0,0,0
182142,1,116,0,9,62.46,-11641.97
182143,1,143,0,3,88.51,-3374.47
182144,1,120,3,6,0,0
182146,1,154,0,17,0,0
182171,1,0,0,0,0,0
182179,1,822,0,57,0,0
182185,1,171,1,15,0,0
182189,1,274,0,0,0,0
182192,1,142,1,11,226.85,0
182197,1,670,0,0,0,0
182200,1,2,0,1,0,4998
182203,1,120,0,11,457.3,0
182207,1,365,0,1,0,19
182210,1,118,5,29,545.03,0
182212,1,129,6,17,0,0
182221,1,91,0,2,0,299
182237,1,154,2,29,575.3,0
182252,0,1024,5,333,742.4,999
182256,1,140,0,64,134.97,0
182281,1,6,1,3,145.95,1299
182284,1,122,2,7,1.98,0
182286,1,303,0,18,0,0
182293,1,134,0,21,624.41,0
182294,1,118,5,6,263.89,1549
182295,1,395,0,1,0,299
182304,1,111,0,91,250.71,0
182308,1,105,0,5,423.62,1049
182309,1,366,0,0,0,0
182310,1,74,0,2,0,0
182319,0,1029,0,76,58.77,0
182325,1,96,0,16,466,898
182328,0,1029,1,60,0,195
182329,1,372,0,0,0,0
182331,1,918,18,29,769.63,0
182332,1,334,0,0,0,19
182333,1,213,0,1,0,0
182342,1,1,0,0,0,4598
182346,1,182,0,66,0,0
182395,1,26,3,23,654.57,4598
182401,1,669,3,77,487.77,0
182423,0,1029,0,144,0,249
182427,1,111,1,19,0,0
182429,1,124,0,6,93.55,-1500
182432,0,1029,0,12,0,49
182434,1,125,0,8,5.91,-1749
182436,1,577,1,2,0,0
182445,1,1,0,0,0,2198
182449,1,608,0,7,0,0
182451,1,121,0,1,206.49,0
182477,1,62,1,10,14.22,0
182505,1,577,0,3,0,0
182510,1,185,1,324,629.16,0
182513,1,161,1,9,346.05,-818
182519,1,204,0,8,94.08,0
182520,0,1029,0,2,0,19
182526,1,41,3,8,1.58,-120
182530,0,1029,0,0,0,129
182534,1,125,0,54,1218.39,0
182537,1,136,2,74,310.91,597.35
182540,1,305,0,1,0,0
182568,1,516,0,0,0,0
182572,1,120,3,5,8.38,0
182596,0,1028,0,37,289.83,399
182597,1,226,0,55,267.6,0
182598,1,124,0,9,0,0
182620,1,181,0,0,0,0
182626,1,196,0,91,647.25,0
182630,1,127,2,19,139.21,0
182632,1,226,0,0,0,0
182643,1,4,0,1,0,0
182644,1,92,0,16,847.32,0
182648,1,851,0,8,0,19
182650,1,196,0,103,653.59,0
182651,1,437,1,12,0,0
182653,1,196,0,20,529.79,0
182659,1,538,0,405,44.81,0
182662,1,194,0,1,0,0
182667,1,120,6,9,0,0
182669,0,1028,2,12,295.24,599
182675,1,57,0,4,57.1,-1249
182678,1,334,0,0,0,19
182682,1,91,1,16,159.58,748
182687,1,164,0,28,544.3,600
182690,1,111,7,10,602.97,0
182695,1,90,0,1,4.72,99
182699,1,238,0,91,123.77,0
182703,1,56,0,4,11.18,-583.81
182705,1,55,1,4,55.88,0
182707,1,69,0,10,0,0
182709,1,138,0,70,466.11,0
182726,1,239,0,2,42.56,0
182731,1,209,3,1,0,0
182737,1,211,4,45,833.2,1149
182740,1,149,2,65,24.55,0
182747,1,182,0,15,0,0
182753,1,74,0,7,0,0
182764,1,57,0,3,187.96,0
182768,1,110,3,3,0,0
182771,1,106,0,3,0,0
182772,0,1028,0,67,287.27,474
182783,1,457,0,2,0,0
182800,1,68,7,22,267.55,0
182811,1,305,0,0,0,0
182812,1,61,0,11,0,99
182820,1,43,0,13,60.58,0
182828,1,237,10,10,102.06,0
182830,0,1025,0,40,1043.94,1199
182837,0,1025,0,2,0,19
182839,1,478,0,17,0,0
182883,1,882,0,5,0,0
182884,1,151,0,13,0,0
182896,1,110,7,35,146.13,0
182904,1,744,0,75,388.94,0
182918,0,1025,0,2,0,19
182931,1,212,0,24,0,0
182933,1,1017,0,6,0,0
182936,1,61,0,12,179.08,-909.43
182939,1,822,0,63,0,0
182942,1,152,0,1,0,0
182945,1,215,1,8,0,249
182951,0,1025,0,9,0,99
182964,1,50,1,6,35.95,0
182982,1,212,0,16,0,0
182985,1,150,7,6,118.23,249
182987,1,35,2,1,0,299
182989,1,138,3,10,13.69,-1199
182991,1,516,3,10,0,-118
182992,1,128,0,16,77.84,-1199
182995,1,51,0,5,9.64,-1150
183008,1,577,1,25,0,0
183011,1,835,3,6,330.53,0
183014,1,124,1,21,363.65,-1149
183024,1,160,7,26,0,0
183030,1,669,0,4,0,0
183045,1,172,0,16,146.16,0
183046,1,212,0,1,0,38.33
183057,1,176,0,22,27.59,0
183059,1,151,0,21,0,0
183062,1,190,1,19,190.49,0
183071,1,59,0,5,0,0
183078,1,244,0,7,0,19
183080,0,1024,0,2,0,19
183085,1,145,2,5,0,0
183087,1,120,0,1,0,-1000
183098,1,131,2,16,161.88,0
183106,1,142,0,21,678.56,0
183111,1,365,1,3,0,0
183122,1,578,0,0,0,0
183123,1,107,2,5,0,0
183138,1,148,0,8,13.8,0
183162,1,179,0,8,219.57,0
183163,0,1024,0,34,0,99
183165,1,122,0,10,0,-99
183169,1,195,0,8,0,0
183171,1,107,3,17,72.71,0
183181,1,426,0,33,0,0
183182,1,457,2,15,0,0
183183,1,421,8,14,267.69,0
183201,1,14,0,1,69.19,700
183207,1,130,2,4,147.77,549
183210,1,116,2,5,37.2,0
183214,1,169,0,9,89.18,0
183217,1,14,0,1,125.29,699
183229,0,1024,0,95,862.15,1199
183242,1,144,0,0,74.72,0
183248,1,745,8,36,435.49,0
183253,1,517,0,12,0,0
183264,1,100,8,22,517.01,0
183268,1,107,0,16,134.64,0
183277,1,1,0,0,0,499
183278,1,92,0,21,638.16,51.22
183281,1,334,0,1,0,149
183286,1,191,0,23,150.41,349
183289,1,136,0,2,0,0
183291,0,1024,0,2,0,19
183306,1,74,0,14,250.07,299
183317,1,105,0,14,0,0
183320,1,119,5,28,115.93,0
183327,1,492,3,14,2.89,0
183337,1,295,1,11,0,0
183349,1,151,0,2,0,0
183357,1,149,3,25,0,0
183359,1,14,0,2,0,4596
183364,1,786,2,36,42.91,0
183365,1,334,0,3,0,49
183379,1,730,3,0,0,0
183384,1,61,6,7,0,0
183386,1,182,0,49,923.86,0
183390,1,547,2,1,0,0
183393,0,1023,1,35,456.82,0
183394,1,142,0,9,591.62,299
183396,1,244,0,2,0,0
183398,1,151,40,19,0,0
183405,0,1023,0,2,0,19
183410,1,136,1,37,0,0
183422,1,395,0,9,0,0
183425,1,121,2,5,0,0
183428,0,1023,0,26,380.33,449
183429,1,113,1,21,267.04,0
183430,1,106,2,21,226.28,0
183431,1,106,0,0,145.45,0
183435,1,485,0,8,0,0
183442,1,122,1,31,969.77,1249
183443,1,851,0,1,0,148
183456,0,1023,0,5,0,198
183473,1,105,0,1,0,0
183474,1,546,0,10,0,0
183479,1,106,2,31,0,0
183512,1,119,0,3,26.58,0
183521,1,365,1,1,0,99
183522,0,1023,0,0,0,19
183565,1,37,0,1,0,-3997.53
183599,1,103,10,13,195.43,75
183617,1,118,2,3,6.84,0
183621,1,117,0,11,106.61,0
183624,1,0,0,0,0,0
183626,0,1018,0,3,0,19
183642,0,1018,0,148,0,118
183655,1,121,13,9,681.16,0
183665,1,110,5,16,181.68,0
183670,1,109,3,18,191.07,0
183680,1,978,2,5,66.84,0
183681,1,183,1,5,0,0
183682,0,1018,0,430,6386.76,7299
183685,1,274,0,7,0,0
183690,1,132,2,8,0,0
183698,1,149,1,47,31.29,0
183699,1,121,51,70,6.13,0
183705,1,115,0,35,281.53,0
183707,1,118,0,7,49.05,0
183711,1,149,1,26,64.24,0
183712,1,118,5,36,6.95,0
183715,0,1018,1,33,151.88,249
183720,1,212,0,0,0,19
183730,1,700,1,3,0,0
183740,1,151,1,13,0,149
183742,1,95,0,6,1109.91,0
183743,0,1018,0,9,0,148
183747,1,28,2,4,0,4999.86
183749,1,96,9,29,304.4,0
183753,1,151,2,1,0,99
183757,1,121,0,10,0,299
183759,1,91,0,0,0,49
183764,1,62,0,6,0,0
183768,1,100,0,4,468.56,0
183771,1,63,44,28,475.73,-1430.24
183772,1,101,0,29,498.56,0
183775,0,1018,0,59,172.31,249
183792,0,1018,0,2,0,19
183794,1,75,2,9,52.6,0
183802,1,151,0,5,0,99
183806,1,195,0,10,472.44,0
183807,0,1018,0,128,0,149
183809,1,61,1,1,0,0
183813,1,45,1,5,0,299
183818,1,758,0,57,5.53,0
183822,1,212,0,38,0,299
183832,1,460,2,13,378.86,0
183839,0,1017,0,10,0,99
183845,0,1017,0,3,0,19
183848,1,367,0,34,23.23,0
183850,1,64,0,1,0,19
183851,1,115,8,10,99.06,0
183853,1,143,1,9,129.32,0
183854,1,242,3,55,404.68,0
183882,1,57,7,11,450.59,0
183885,1,160,0,15,1208.11,0
183887,1,86,1,12,15.78,0
183891,1,304,0,10,0,0
183899,1,130,3,18,680.45,0
183913,1,61,0,7,25.53,0
183918,1,177,0,8,193.39,0
183921,1,583,0,68,215.88,249
183937,1,57,0,2,0,0
183949,1,134,0,27,0,0
183953,1,828,4,21,660.65,0
183956,1,148,0,14,58.72,0
183967,0,1017,0,95,841.53,999
183968,1,162,0,29,658.56,0
183972,1,882,0,18,0,199
183973,1,103,0,13,271.31,0
183977,0,1017,0,9,157.14,249
183978,1,142,0,14,37.45,-1249
183986,1,212,0,14,0,129
183988,1,180,0,2,136.78,0
184013,1,156,1,21,355.13,0
184016,1,151,0,5,0,0
184020,1,182,0,18,0,179
184021,0,1017,0,18,0,99
184024,1,268,0,8,30.63,0
184028,1,93,0,17,96.53,0
184031,1,195,0,37,95.41,0
184032,1,115,1,9,37.27,0
184035,1,275,0,11,14.24,298
184042,1,153,0,4,67.52,-700
184043,1,1,0,0,0,450
184046,1,1006,0,3,0,0
184069,1,182,3,38,0,0
184082,1,205,2,2,0,0
184087,1,106,3,6,245.72,0.000322581
184088,1,85,0,0,0,299
184090,1,396,0,4,0,0
184099,0,1016,0,2,0,19
184101,1,455,0,97,61.84,0
184103,1,536,0,599,675.97,1249
184108,1,53,0,21,230.18,0
184114,0,1016,0,11,0,299
184136,1,119,2,5,0,0
184139,1,852,1,99,0,0
184140,1,56,0,11,16.17,0
184142,1,92,2,28,867.05,1149
184147,1,182,0,37,686.56,0
184151,1,19,0,3,51.36,0
184153,1,149,0,5,15.04,0
184162,1,128,1,14,528.25,0
184163,1,126,13,31,135.46,0
184172,1,121,0,0,0,78.69
184175,1,328,0,0,0,19
184177,1,64,1,18,44.55,-1999
184179,1,121,5,7,1268.97,0
184181,1,212,0,2,0,19
184199,1,157,0,2,78.68,0
184200,1,116,0,2,0,0
184206,1,81,5,6,149.81,0
184208,1,120,1,1,4.21,0
184209,1,49,0,3,0,-4000.01
184212,0,1016,0,1,0,19
184227,1,107,2,11,276.83,0
184232,1,114,5,11,579.93,0
184234,1,395,0,2,0,100
184235,1,121,1,8,440.58,-2724.2
184240,1,163,2,0,1.67,0
184241,1,120,3,9,1085.58,999
184244,1,151,3,8,8.55,0
184247,0,1016,0,297,293.86,399
184263,1,43,2,6,813.35,0
184275,1,243,0,9,0,0
184276,1,154,0,14,58.59,-4497
184299,1,106,0,2,0,0
184314,1,119,1,8,35.11,0
184327,1,365,0,1,0,0
184335,1,190,0,16,462.88,0
184336,1,275,0,0,0,0
184338,1,149,0,106,119.48,0
184341,1,93,0,72,761,0
184365,0,1015,0,258,846.68,1249
184367,0,1015,0,49,1037.08,1349
184373,1,75,0,5,0,0
184390,0,1015,0,18,208.73,349
184401,1,395,1,43,460.09,1249
184404,1,761,0,44,0,99
184405,1,119,2,4,134.46,0
184408,1,106,3,96,500.81,0
184429,1,154,0,23,485.33,-299
184444,1,75,0,3,0,0
184455,1,70,0,3,197.8,0
184459,1,183,0,1,0,0
184461,1,243,1,37,0,0
184471,1,427,1,25,0,0
184472,1,124,3,13,0,0
184485,1,61,8,3,0,49
184490,1,118,0,2,164.37,0
184495,1,1,0,0,0,624
184501,1,176,0,9,243.08,0
184504,1,212,1,1,0,-299
184506,1,487,0,3,0,0
184507,1,639,1,0,0,-19
184514,1,243,2,3,0,0
184517,1,114,7,12,413.39,0
184520,1,253,0,7,41.01,0
184521,1,156,0,5,0,0
184525,1,154,0,17,13.33,-1149
184531,1,192,0,137,1034.94,0
184534,1,396,0,1,0,0
184535,0,1015,0,13,0,249
184537,1,177,1,2,65.18,0
184549,1,274,0,19,1677.8,0
184550,1,184,4,3,137.95,0
184559,1,578,0,0,0,0
184565,1,265,0,19,197.81,0
184566,1,142,2,5,0,0
184568,1,6,0,2,0,5196
184571,1,548,0,0,0,0
184574,1,153,4,30,854.35,0
184584,1,243,0,5,0,0
184602,1,180,0,13,66.91,0
184606,1,4,0,2,0,5999.41
184608,1,4,0,2,0,4998
184611,0,1010,0,75,753.81,0
184625,1,455,0,9,0,49
184628,1,182,2,1,0,16.74
184635,0,1014,0,0,0,19
184638,1,148,1,74,1332.3,0
184650,1,117,1,8,358.57,0
184652,1,182,0,3,0,0
184653,1,182,1,7,0,0
184657,1,239,0,19,770.15,-2299
184662,1,96,2,5,989.98,0
184678,1,117,2,11,642.56,0
184683,1,114,0,13,112.54,0
184685,1,394,0,7,0,0
184687,1,114,0,11,155.67,0
184692,1,166,0,21,400.72,0
184697,1,59,4,10,214.56,549
184703,1,54,0,10,0,0
184715,1,149,2,16,2.33,0
184716,1,243,1,11,0,-299
184724,1,113,3,6,420.29,0
184743,1,173,0,11,105.48,0
184746,1,51,6,5,0,0
184749,1,106,1,7,0,598
184753,1,105,0,18,0,332
184758,0,1014,0,31,0,160
184759,1,330,1,4,57.28,0
184760,1,198,4,19,744.01,0
184762,1,110,0,8,15.64,0
184772,1,167,3,32,1308.38,0
184774,0,1014,1,75,290.33,379
184780,1,44,16,23,1863.39,4222.88
184786,1,106,29,13,0,0
184795,1,75,2,10,0,0
184803,1,75,0,4,147.09,449
184805,1,149,0,9,0,0
184818,1,397,1,0,0,0
184826,1,134,0,3,0,0
184933,0,1011,1,31,549.46,799
184934,1,32,0,2,0,-8196
184937,1,402,1,36,98.64,0
184938,1,105,0,21,266.38,0
184941,0,975,0,32,367.43,450
184944,1,213,2,1,0,0
184952,1,183,0,3,0,0
184955,1,3,0,1,5.74,1997.41
184967,1,180,2,113,12.34,30
184971,0,1011,0,101,139.48,250
184974,1,700,0,3,0,0
184979,1,114,0,12,460.56,0
184980,1,121,0,12,31.32,-1249
184983,1,94,0,40,636.8,0
184988,1,153,3,13,233.23,-999
184989,1,445,0,2,0,0
184991,0,1011,0,33,0,19
185004,1,486,0,0,0,0
185005,1,91,0,0,0,19
185007,1,121,0,2,12.03,0
185009,1,137,0,10,34.24,0
185025,0,1011,0,31,234.86,499
185026,1,134,0,19,0,0
185040,1,700,1,9,0,149
185042,1,94,0,4,1200.1,0
185054,1,30,0,2,0,290.94
185074,0,1011,0,185,0,99
185077,1,700,0,37,0,0
185086,1,353,1,30,78.86,0
185087,0,1011,0,9,0,125
185100,1,102,10,36,905.79,900
185111,1,61,1,15,4.15,0
185114,1,771,0,7,0,0
185115,1,103,6,29,723.42,0
185130,1,258,0,8,161.35,349
185136,1,774,1,15,213.78,0
185153,1,62,0,21,2463.26,0
185170,1,42,4,9,233.53,97
185171,1,151,0,9,6.18,0
185194,0,1010,0,33,158.47,395
185196,1,141,2,9,204.63,0
185211,1,219,0,36,403.22,0
185212,1,177,1,1,48.43,0
185214,1,212,0,28,248.13,549
185226,0,1010,0,17,184.58,499
185229,0,1010,0,14,0,19
185232,1,913,0,0,0,0
185236,0,1010,0,32,1271.64,1549
185244,1,102,2,144,469.15,0
185246,0,1009,0,1,0,19
185247,1,120,0,44,609.25,999
185250,0,1010,0,7,0,249
185253,1,547,1,1,0,0
185254,1,486,0,2,0,0
185255,1,117,1,6,93.52,0
185256,0,1010,2,30,243.02,549
185259,1,120,0,3,0,0
185260,0,1010,0,2,0,19
185273,1,173,0,4,3.75,-349
185277,1,244,0,33,0,0
185285,1,192,0,23,372.31,0
185293,0,1010,0,11,0,19
185295,1,275,0,3,0,0
185299,1,179,0,5,77.73,0
185305,1,304,0,13,0,19
185324,1,121,2,8,0,0
185325,1,134,0,13,482.98,0
185334,0,1010,1,29,285.14,349
185337,1,348,6,0,87.5,0
185343,1,150,1,0,9.27,0
185354,0,1010,1,6,272.7,99
185356,1,106,0,13,0,329
185358,0,1008,0,83,251.06,495
185367,1,119,1,11,0,0
185368,1,106,0,2,0,299
185372,1,353,0,2,179.52,0
185382,1,67,1,16,401.83,0
185384,1,152,0,12,0,0
185386,1,118,0,3,0,0
185401,1,543,0,42,0,0
185407,1,183,2,9,634.98,0
185411,1,427,2,5,0,0
185429,0,990,0,1,0,19
185448,1,143,6,2,101.05,0
185453,1,309,1,11,42.8,0
185461,0,1009,0,0,0,19
185472,1,578,1,4,0,149
185474,1,275,0,0,0,0
185476,1,91,0,0,0,49
185479,1,162,1,7,409.67,0
185482,1,164,1,74,636.88,0
185484,1,116,5,23,26.15,0
185497,1,183,0,1,0,0
185501,1,113,2,11,392.42,0
185504,1,59,2,13,0,0
185507,1,123,0,2,0,-649
185509,1,33,0,2,14.07,-999
185519,1,792,2,8,0,0
185520,1,148,1,8,129.6,0
185522,1,116,1,18,107.68,0
185524,1,177,1,10,0,99
185525,1,71,0,0,4.62,-249
185527,1,99,7,12,321.05,0
185529,0,1009,0,5,0,19
185534,1,365,0,1,0,0
185537,1,162,4,9,117.06,0
185538,1,517,0,0,0,0
185540,0,1004,0,13,0,249
185543,1,217,2,19,1258.62,400
185551,1,373,4,773,0,0
185556,0,1009,0,27,430.11,644
185557,1,105,0,9,726.11,999
185559,1,330,2,15,150.85,0
185562,1,50,1,5,0,0
185566,1,119,0,7,110.18,0
185571,1,195,0,8,76.01,498
185572,1,318,5,10,0,0
185577,1,113,0,7,216.56,0
185582,0,993,0,4,0,99
185583,1,119,1,24,0,0
185596,1,366,0,4,0,0
185602,1,244,0,3,0,0
185605,0,1009,0,4,0,19
185606,1,119,0,1,19.47,0
185610,1,158,0,11,0,-999
185611,1,961,0,21,75.4,0
185615,1,164,1,25,348.27,0
185617,0,1009,0,45,0,19
185618,1,65,0,8,294.18,1249
185619,1,121,0,51,954.76,1249
185626,1,81,0,2,0,0
185631,1,134,1,7,91.15,0
185632,1,32,0,3,0,-3996
185637,1,20,0,9,267.61,1050
185642,1,157,0,5,116.72,0
185651,1,155,0,21,623.71,0
185683,1,111,3,9,285.12,0
185706,1,211,0,4,235.64,0
185708,1,108,0,18,154.17,0
185714,1,121,4,7,61.63,-550
185715,1,104,0,21,781.47,0
185719,0,1004,0,53,0,149
185723,1,167,0,9,623.23,0
185727,1,77,0,10,66.99,0
185730,1,414,0,12,0,-99
185734,1,122,7,16,109.73,0
185736,1,246,1,9,0,0
185749,1,262,0,4,0,0
185750,0,1008,0,0,0,19
185762,1,244,1,2,0,0
185775,1,107,18,34,433.53,0
185778,1,203,0,9,97.53,0
185784,1,104,5,40,460.66,0
185785,1,92,0,10,848.45,1149
185787,1,455,0,11,0,0
185789,1,139,0,48,53.19,0
185801,1,151,0,10,0,99
185814,1,36,0,1,48.81,-4996
185817,0,1008,0,476,0,149
185822,1,176,5,17,157.32,0
185825,1,233,0,26,104.79,0
185826,1,150,0,19,0,0
185830,1,115,2,3,64.81,0
185882,1,119,3,5,58.4,-1154
185885,1,111,0,17,682.56,0
185887,1,111,3,41,716.54,0
185908,1,104,0,28,350.82,0
185915,1,244,0,2,0,0
185919,0,1008,0,4,0,19
185920,0,975,0,5,0,19
185921,1,163,0,19,98.89,0
185924,1,156,0,30,0,100
185938,1,134,0,30,0,340.67
185940,0,1006,0,0,0,19
185951,1,152,0,38,164.33,-1435.91
185957,1,223,0,11,239.48,0
185971,1,761,0,5,0,0
185973,1,93,0,43,953.8,0
185983,1,182,0,3,0,-19
186007,1,425,5,25,0,0
186012,1,51,0,3,0,0
186034,1,132,0,32,925.68,0
186039,1,865,0,25,737.7,0
186041,1,409,0,22,0,0
186043,1,160,1,44,97.61,0
186049,1,210,0,8,77.87,0
186050,0,1004,0,1,0,19
186052,0,1002,0,0,0,49
186054,1,243,0,11,0,0
186063,1,307,0,0,0,49
186069,1,117,0,15,0,0
186076,1,177,0,8,0,0
186095,1,250,0,24,786.34,0
186096,1,52,0,0,167.62,0
186102,1,748,2,23,291.02,0
186104,1,134,0,41,0,0
186110,1,119,4,8,0,0
186143,1,30,0,5,0,-650
186144,1,121,0,22,141.8,0
186156,1,151,1,1,0,19
186163,0,1007,6,95,427.39,645
186165,1,436,1,34,389.1,0
186168,1,17,2,10,181.1,1250
186171,1,120,2,22,12.24,0
186176,1,18,1,9,278.54,1500
186180,1,336,0,1,0,0
186191,1,174,0,7,0,0
186203,0,1006,0,8,215.81,469
186204,1,5,0,12,61.43,12449.12
186205,1,6,0,10,35.14,4199.12
186206,1,123,2,7,6.25,-229.07
186208,1,134,0,2,0,0
186209,1,130,0,21,49.63,-1049
186211,0,1004,0,34,151.51,249
186222,1,128,0,39,503.75,0
186225,1,182,1,3,0,0
186232,1,31,0,4,0,-2549
186237,1,608,0,0,0,0
186242,1,121,0,18,44.57,-999
186253,1,3,1,1,37.12,2398
186256,1,151,0,7,0,96.42
186259,1,4,0,3,0,600
186260,0,1004,0,13,118.19,449
186263,1,1,0,0,0,499
186265,1,178,0,7,45.96,0
186268,1,116,0,20,155.76,0
186271,1,365,0,33,0,99
186283,1,95,8,18,846.46,-1249
186287,1,183,0,0,0,0
186288,1,243,1,5,0,0
186290,0,1002,0,7,0,19
186292,1,178,6,7,0,0
186299,1,131,0,14,705.16,0
186304,1,471,0,1,0,0
186306,0,1004,1,98,13.02,129
186321,0,1004,0,23,0,149
186323,1,104,0,14,0,0
186330,1,67,8,4,50.1,1749
186332,1,30,6,11,218.22,0
186334,1,116,0,5,0,0
186352,1,365,0,0,0,19
186367,1,134,0,7,0,0
186369,1,1,0,0,0,999
186375,1,145,3,14,0,0
186397,1,122,0,43,1020.25,0
186401,1,139,3,4,54.7,0
186425,1,150,0,3,0,0
186436,1,121,0,23,82.09,-1249
186454,0,1003,0,0,0,19
186464,1,547,0,1,0,0
186489,0,1003,1,157,192.84,499
186491,1,232,0,31,72.82,0
186497,0,1003,0,28,338.61,499
186510,1,234,0,4,258.53,0
186514,0,1002,0,0,0,249.63
186515,1,107,0,12,403.38,0
186535,1,162,0,39,673.22,0
186548,0,1003,0,2,0,19
186550,1,302,2,40,113.5,0
186554,1,92,1,11,220.16,499
186556,1,75,1,12,0,0
186557,1,87,0,3,0,299
186558,1,151,0,10,0,0
186563,1,124,0,25,1220.39,0
186567,1,213,0,2,29.26,0
186568,1,130,0,7,695.84,0
186571,0,1001,0,3,0,19
186572,1,93,1,14,20.74,-1249
186580,1,106,0,8,738.88,0
186592,1,71,1,7,57.87,1499
186594,0,650,5,73,449.41,599
186595,1,193,2,10,243.41,0
186598,1,106,0,9,0,0
186604,1,122,1,16,1.4,0
186609,1,57,2,12,86.38,0
186613,1,130,1,40,1202.62,0
186615,1,8,1,1,29.9,0
186618,1,121,1,8,0,0
186622,1,114,1,11,31.32,0
186626,1,148,0,18,164.5,0
186628,1,144,0,6,26.63,-14.38
186636,1,185,0,0,0,0
186639,1,110,0,40,142.61,0
186643,1,120,0,5,31.02,0
186676,1,121,1,12,207.95,-309.1
186679,1,335,0,55,0,0
186682,0,1002,0,16,0,148
186684,1,914,0,40,0,0
186696,1,123,2,2,134.14,-1004.95
186717,1,35,1,1,1.66,-600
186724,1,195,1,12,0,0
186726,1,142,1,4,0,0
186732,1,12,3,5,51.29,3998
186739,1,222,4,15,373.6,-350
186748,1,154,0,10,0,-999
186764,1,133,0,25,307.9,0
186776,0,190,1,160,0,299
186781,1,252,0,4,781.44,0
186782,1,383,0,351,322.42,0
186786,0,1002,0,28,0,195
186788,1,121,0,6,0,0
186792,1,304,0,10,0,99
186797,1,64,3,0,10.57,0
186806,1,212,0,0,0,19
186824,1,164,0,68,335.21,0
186825,0,1002,0,40,249.93,445
186828,1,422,0,27,0,0
186841,1,46,0,1,0,0
186856,1,396,0,2,0,0
186859,1,157,0,15,577.55,0
186865,1,149,0,4,0,0
186866,1,119,1,7,0,0
186872,1,608,0,9,0,0
186880,1,120,3,12,0,0
186893,0,1001,0,17,115.12,299
186909,1,151,0,0,0,0
186916,1,85,1,8,373.47,0
186919,1,182,0,2,0,0
186920,1,273,2,14,0,0
186923,0,1001,0,7,0,149
186935,0,1001,0,25,249.71,445
186941,1,331,0,13,129.36,199
186942,1,125,1,39,949.73,0
186958,0,1001,0,1,0,19
186963,1,128,3,27,168.91,0
186964,1,75,0,3,0,0
186965,1,151,0,1,0,19
186966,1,821,0,11,0,199
186971,0,972,0,19,0,19
186975,1,112,3,43,15.95,0
186979,1,232,1,3,362.37,0
186982,0,1001,0,8,0,149
187004,1,87,0,46,6.01,-1999
187036,0,1001,0,0,0,19
187059,1,126,10,137,1392.67,0
187065,1,183,0,1,0,0
187078,0,1001,1,49,291.09,400
187098,1,180,1,16,17.01,0
187102,1,117,0,24,0,0
187110,1,195,4,27,970.15,950
187122,1,110,2,21,213.78,0
187127,0,1000,0,11,0,129
187130,1,639,0,31,0,0
187139,0,1000,0,49,225.35,299
187140,1,119,7,1,0,0
187147,1,104,0,12,44.41,0
187163,1,316,0,10,134.19,499
187167,1,0,0,0,0,0
187174,1,154,2,1,0,0
187175,1,79,1,15,187.81,0
187206,1,177,1,6,0,0
187212,1,51,0,11,71.72,0
187216,0,1000,0,60,204.16,499
187223,0,1000,0,2,0,198
187229,1,165,6,16,0,-999
187239,1,142,0,12,268.11,0
187251,1,299,0,26,187.69,0
187256,1,149,1,10,33.63,0
187257,1,121,0,20,0.64,0
187280,0,1000,0,1,0,129
187285,0,1000,0,14,275.59,429
187286,0,1000,0,5,0,250
187293,0,1000,0,7,155.09,199
187295,1,99,4,38,810.1,-2927.66
187296,0,1000,0,9,0,19
187299,1,11,0,2,2.78,4998
187300,1,114,2,17,73.31,0
187301,0,989,0,0,0,19
187310,1,943,0,1,0,19
187312,1,112,2,11,202.89,0
187318,1,309,0,16,746.24,0
187319,1,313,0,14,512.26,0
187336,1,63,2,7,127.96,-792.18
187337,1,167,0,31,381.99,0
187345,0,997,0,30,185.09,219
187353,1,125,1,9,244.52,0
187354,1,65,5,12,210.74,499
187357,1,103,1,6,115.01,0
187358,1,213,0,24,0,0
187359,1,86,0,5,65.31,0
187363,1,366,3,43,710.45,0
187369,1,32,13,28,963.61,1249
187382,0,997,0,0,0,19
187387,0,983,0,46,399.01,600
187400,0,997,0,1,0,19
187407,1,130,0,8,30.33,0
187409,1,138,1,13,859.65,0
187426,1,107,0,10,229.76,0
187435,1,761,0,0,0,0
187443,1,244,0,1,0,0
